,Name,Sex,Date of Birth,Age,Height (inches),Weight (lb),Class Year,Major,School,"Grade in ""Intro to python""","Grade in ""Intro to Stats""",Final Data Science Grade
2597,Julia Campbell,1,1994-07-07,29,60.0,100,2016,University of Notre Dame,Math,B,"""86.7""",97.3
2598,Brittney Smith,1,1998-09-17,25,67.0,120,2020,Harvard University,Computer Science & Engineering,C,"""84.0""",85.8
2599,Chad Hamilton,0,2001-05-29,22,68.0,145,2023,Purdue,Computer Science & Engineering,B,"""80.3""",92.5
2600,Johnny Thomas,2,1997-02-09,26,65.0,150,2019,UCLA,Computer Science & Engineering,D,"""68.1""",76.5
2601,Eric Mccarthy,0,1993-06-02,30,69.0,170,2015,University of Nebraska,Computer Science & Engineering,Pass,"""93.6""",86.3
2602,Alex Hernandez,0,2001-03-01,22,72.0,170,2023,Stanford University,Computer Science & Engineering,C,"""84.2""",92.4
2603,Dwayne Riddle,2,1996-01-09,27,175.0,170,2018,Duke University,Computer Science & Engineering,B,"""82.4""",83.3
2604,Jessica Huffman,1,2003-08-06,20,62.0,135,2025,Stanford University,Computer Science & Engineering,B,"""90.5""",85.6
2605,Jessica Collins,1,2002-07-23,21,64.0,125,2024,University of Alabama,Computer Science & Engineering,D,"""79.8""",87.1
2606,Robert Haynes,2,2003-06-27,20,71.0,165,2025,Michigan State University,Computer Science & Engineering,A,"""97.2""",79.1
2607,Michael Brown,0,2002-11-20,21,66.0,165,2024,University of Michigan (boo),Computer Science & Engineering,C,"""89.0""",80.8
2608,Nathan Gibson,2,1999-05-31,24,70.0,160,2021,University of Alabama,Computer Science & Engineering,C,"""78.6""",92.3
2609,Joyce Evans,1,1996-10-17,27,62.0,125,2018,University of Illinois,Math,,"""76.0""",82.5
2610,Tracy Hoover,1,1999-01-21,24,63.0,125,2021,University of Michigan (boo),Computer Science & Engineering,F,"""87.5""",79.0
2611,Valerie Hess,2,1995-10-21,28,71.0,155,2017,St. Joseph's University,Computer Science & Engineering,Pass,"""92.8""",78.2
2612,Jessica Williams,2,1992-01-01,31,69.0,150,2014,Harvard University,Theology,,"""82.4""",92.9
2613,Taylor Ford,1,2003-06-22,20,65.0,125,2025,Michigan State University,Computer Science & Engineering,B,"""83.1""",89.2
2614,Stephen Hutchinson,2,2001-10-10,22,69.0,160,2023,University of Nebraska,ACMS,Pass,"""81.1""",78.5
2615,Patrick Jenkins,0,1994-08-05,29,,170,2016,Holy Cross College,Computer Science & Engineering,A,"""89.0""",89.2
2616,Miguel Walker,0,1998-08-18,25,,180,2020,Michigan State University,Computer Science & Engineering,B,"""76.4""",93.2
2617,Sarah Rich,2,1993-08-25,30,71.0,175,2015,University of Notre Dame,Computer Science & Engineering,A,"""90.2""",94.1
2618,Joy Mcguire,2,1996-12-20,27,67.0,110,2018,Michigan State University,Computer Science & Engineering,D,"""87.5""",77.5
2619,Brandon Moore,0,1997-01-02,26,69.0,175,2019,University of Nebraska,Computer Science & Engineering,Pass,"""80.9""",78.7
2620,Frank Maynard,0,1995-05-12,28,70.0,165,2017,St. Joseph's University,Theology,,"""92.5""",91.9
2621,Daniel Dominguez,0,2003-03-20,20,66.0,155,2025,Purdue,Computer Science & Engineering,D,"""86.1""",91.2
2622,Gregory Simon,0,1997-10-11,26,69.0,150,2019,University of Florida,Computer Science & Engineering,B,"""84.0""",89.5
2623,Nathan Murray,2,2003-05-07,20,62.0,130,2025,University of Alabama,Computer Science & Engineering,B,"""87.4""",78.1
2624,Timothy Taylor,0,1993-10-24,30,67.0,140,2015,St. Joseph's University,Computer Science & Engineering,Fail,"""88.9""",89.6
2625,Kenneth Jackson,0,2000-08-03,23,68.0,145,2022,UMBC,Theology,,"""89.3""",74.1
2626,James Smith,2,2002-09-05,21,71.0,160,2024,USC,Computer Science & Engineering,A,"""93.6""",83.6
2627,Gregory Robertson,2,2002-07-30,21,71.0,150,2024,Brown University,Computer Science & Engineering,B,"""76.8""",88.0
2628,Carlos Hernandez,0,1997-08-24,26,70.0,150,2019,University of Michigan (boo),Computer Science & Engineering,F,"""88.9""",76.7
2629,Jamie Martinez,1,1998-11-15,25,64.0,115,2020,Marquette University,Computer Science & Engineering,Pass,"""94.0""",89.4
2630,Russell Shaw,0,1995-11-07,28,63.0,160,2017,Duke University,Computer Science & Engineering,D,"""80.9""",90.3
2631,Jeffrey Carlson,0,1995-02-13,28,69.0,155,2017,Duke University,Computer Science & Engineering,C,"""85.0""",84.5
2632,Annette Nguyen,2,1994-01-19,29,64.0,130,2016,UCLA,Computer Science & Engineering,B,"""85.7""",78.4
2633,Sean Benton,0,1994-04-18,29,69.0,150,2016,Michigan State University,Computer Science & Engineering,A,"""86.6""",92.0
2634,Gregory Moss,2,1995-12-15,28,64.0,130,2017,University of Notre Dame,Computer Science & Engineering,F,"""90.4""",81.1
2635,Jeffrey Blake,0,1992-07-30,31,68.0,140,2014,USC,Computer Science & Engineering,F,"""88.2""",80.2
2636,Robert Leon,0,1998-01-01,25,68.0,170,2020,UMBC,Computer Science & Engineering,Fail,"""78.3""",86.6
2637,Lauren Brown,2,1996-05-03,27,160.0,130,2018,Marquette University,Computer Science & Engineering,Pass,"""85.7""",84.5
2638,Michael Strong,0,1994-01-29,29,68.0,165,2016,St. Joseph's University,Computer Science & Engineering,Pass,"""88.7""",90.1
2639,Joshua Barrett,0,1995-10-21,28,64.0,140,2017,Purdue,Computer Science & Engineering,C,"""96.6""",76.9
2640,Thomas Bennett,0,2003-05-03,20,71.0,150,2025,University of Alabama,Computer Science & Engineering,B,"""90.5""",75.7
2641,Allison Best,2,2002-01-30,21,61.0,125,2024,Holy Cross College,Computer Science & Engineering,C,"""76.1""",75.5
2642,Rhonda Jones,2,1994-02-10,29,70.0,145,2016,Purdue,ACMS,,"""79.8""",100.0
2643,Alexander Saunders,0,1998-03-01,25,69.0,160,2020,Purdue,Math,,"""79.2""",78.8
2644,Ethan Harrison,0,1994-12-13,29,70.0,155,2016,University of Nebraska,Computer Science & Engineering,Fail,"""79.2""",84.0
2645,Debra Ward,2,1996-06-28,27,65.0,120,2018,St. Joseph's University,Computer Science & Engineering,Pass,"""82.5""",82.1
2646,Rachael Ingram,2,1994-10-27,29,71.0,165,2016,Purdue,Math,,"""76.0""",78.9
2647,Timothy Anderson,0,1998-04-18,25,64.0,160,2020,Marquette University,Electrical Engineering,Pass,"""76.7""",82.7
2648,Lisa Torres,1,2003-10-12,20,63.0,130,2025,UCLA,ACMS,,"""78.7""",100.0
2649,Claire Lara,2,1993-08-25,30,70.0,150,2015,UCLA,Computer Science & Engineering,A,"""99.6""",80.8
2650,Holly Aguirre,2,2003-08-01,20,66.0,155,2025,UMBC,Theology,,"""86.7""",81.3
2651,Stephanie Schultz,1,1994-07-19,29,65.0,120,2016,St. Joseph's University,Computer Science & Engineering,Pass,"""91.1""",81.2
2652,John Ballard,0,1999-08-26,24,69.0,145,2021,Purdue,Electrical Engineering,,"""86.1""",76.2
2653,Paul Dunlap,0,1992-10-05,31,66.0,155,2014,Harvard University,Computer Science & Engineering,B,"""78.8""",88.6
2654,Ann Watkins,2,1997-05-23,26,175.0,150,2019,Harvard University,Electrical Engineering,,"""79.2""",86.2
2655,Adrian Edwards,0,1993-02-27,30,69.0,170,2015,University of Michigan (boo),Computer Science & Engineering,A,"""77.4""",82.5
2656,Benjamin Perez,0,1997-11-26,26,67.0,155,2019,Brown University,Computer Science & Engineering,B,"""85.3""",75.9
2657,Nathan Phillips,0,1993-12-28,30,69.0,150,2015,Duke University,Math,,"""91.0""",84.4
2658,James Becker,2,1995-03-22,28,66.0,135,2017,Marquette University,ACMS,,"""88.0""",94.0
2659,Zachary Ellison,0,1996-01-24,27,68.0,160,2018,University of Alabama,ACMS,,"""89.5""",90.3
2660,Aaron Anderson,0,1996-05-25,27,68.0,145,2018,Michigan State University,Computer Science & Engineering,D,"""76.3""",89.6
2661,Mark Tran,0,2001-04-27,22,69.0,170,2023,UMBC,Computer Science & Engineering,Pass,"""96.6""",91.4
2662,Adam Simpson,0,2000-06-28,23,66.0,135,2022,University of Illinois,Computer Science & Engineering,C,"""81.0""",86.7
2663,Rebecca Burton,1,1996-04-06,27,63.0,115,2018,Michigan State University,Computer Science & Engineering,F,"""79.3""",86.0
2664,Brandy Roberts,2,2001-01-24,22,63.0,105,2023,University of Notre Dame,Computer Science & Engineering,F,"""82.2""",82.6
2665,Dustin Jimenez,0,1995-02-23,28,70.0,145,2017,Duke University,Computer Science & Engineering,B,"""87.8""",96.8
2666,Tommy Curtis,2,2002-04-07,21,70.0,175,2024,Purdue,Theology,,"""85.4""",74.9
2667,Roy Ford,0,1997-12-28,26,69.0,165,2019,Purdue,Math,,"""80.8""",81.3
2668,John Robinson,2,1993-11-29,30,69.0,165,2015,University of Notre Dame,Computer Science & Engineering,D,"""86.6""",85.8
2669,Melissa Irwin,1,1996-09-02,27,62.0,120,2018,University of Nebraska,Computer Science & Engineering,Pass,"""82.2""",75.2
2670,Dean Johnson,0,1998-04-27,25,65.0,150,2020,Michigan State University,Computer Science & Engineering,D,"""81.9""",76.5
2671,Jonathan Williams,0,1992-02-07,31,,175,2014,Marquette University,Computer Science & Engineering,Pass,"""90.1""",94.6
2672,Victoria Williams,1,2002-01-04,21,58.0,100,2024,Holy Cross College,Computer Science & Engineering,B,"""82.2""",85.3
2673,Manuel Collins,2,2003-04-01,20,71.0,170,2025,Stanford University,Computer Science & Engineering,C,"""92.2""",79.2
2674,Jon Schroeder,2,1999-08-16,24,68.0,170,2021,University of Nebraska,Computer Science & Engineering,Pass,"""81.7""",88.4
2675,Barbara Lewis,1,1996-01-02,27,61.0,115,2018,University of Alabama,Computer Science & Engineering,D,"""84.4""",87.5
2676,Christopher Anderson,0,2003-05-26,20,68.0,160,2025,MIT,ACMS,A,"""82.4""",81.1
2677,William Taylor,2,1994-09-07,29,65.0,145,2016,University of Florida,Computer Science & Engineering,B,"""82.4""",83.4
2678,Kayla Matthews,1,1997-08-07,26,65.0,140,2019,Harvard University,Computer Science & Engineering,C,"""85.6""",84.4
2679,James Lin,2,2001-06-07,22,66.0,130,2023,UCLA,Computer Science & Engineering,F,"""85.0""",92.4
2680,Austin Shepard,0,2002-05-19,21,70.0,175,2024,Marquette University,Theology,,"""82.1""",85.0
2681,Beth Espinoza,1,1999-04-14,24,60.0,110,2021,St. Joseph's University,Computer Science & Engineering,Pass,"""94.9""",83.4
2682,Joshua Meza,0,1993-10-16,30,70.0,175,2015,University of Florida,Computer Science & Engineering,C,"""87.3""",91.8
2683,Logan Massey,0,1993-01-19,30,71.0,160,2015,Purdue,Computer Science & Engineering,A,"""84.5""",77.8
2684,Erica Rowland,1,2003-07-30,20,63.0,130,2025,University of Wisconsin,Theology,,"""84.6""",84.3
2685,George Carrillo,0,2002-07-27,21,65.0,145,2024,Duke University,Computer Science & Engineering,B,"""86.6""",91.1
2686,James Ramirez,2,2003-10-13,20,68.0,160,2025,UMBC,Math,,"""92.0""",73.4
2687,Julie Weber,1,1995-07-17,28,62.0,115,2017,University of Michigan (boo),Computer Science & Engineering,B,"""87.2""",89.0
2688,Jason Ochoa,2,1995-01-20,28,65.0,110,2017,Brown University,ACMS,,"""76.3""",76.2
2689,Jeffery Molina,0,2003-10-04,20,64.0,160,2025,University of Michigan (boo),Computer Science & Engineering,A,"""79.5""",90.5
2690,David Anderson,0,1999-07-28,24,69.0,165,2021,University of Michigan (boo),Computer Science & Engineering,D,"""80.5""",81.9
2691,Renee Mayer,2,1997-08-25,26,67.0,160,2019,Holy Cross College,Computer Science & Engineering,C,"""88.2""",82.8
2692,Andrew Alvarez,0,1992-07-28,31,65.0,135,2014,University of Florida,Computer Science & Engineering,B,"""89.5""",84.3
2693,Heather Kent,1,1993-05-25,30,64.0,105,2015,Brown University,Computer Science & Engineering,B,"""88.4""",82.5
2694,Gina Pittman,1,1999-10-14,24,67.0,125,2021,University of Nebraska,Electrical Engineering,,"""96.4""",86.2
2695,Crystal Espinoza,1,1997-09-09,26,63.0,135,2019,Brown University,Computer Science & Engineering,B,"""100""",79.4
2696,Bryce Fisher,0,1992-09-15,31,70.0,170,2014,University of Nebraska,Computer Science & Engineering,Pass,"""87.2""",82.2
2697,Michael Ashley,0,2002-05-02,21,64.0,145,2024,St. Joseph's University,Theology,,"""86.1""",89.5
2698,Ann Jones,1,1996-06-20,27,65.0,120,2018,MIT,Computer Science & Engineering,B,"""91.0""",70.1
2699,Matthew Smith,0,1996-03-01,27,72.0,155,2018,University of Michigan (boo),Computer Science & Engineering,D,"""90.2""",79.3
2700,Teresa Jones,1,1993-08-16,30,61.0,125,2015,USC,Computer Science & Engineering,F,"""87.2""",72.1
2701,Leah Reilly,1,1998-09-11,25,65.0,120,2020,St. Joseph's University,Computer Science & Engineering,Pass,"""91.5""",99.3
2702,Barbara Smith,2,1999-05-07,24,71.0,170,2021,University of Illinois,Computer Science & Engineering,B,"""87.1""",81.4
2703,Kathleen Stewart,1,1995-04-11,28,64.0,115,2017,University of Michigan (boo),ACMS,,"""79.7""",78.9
2704,Angela Smith,2,2002-02-26,21,180.0,165,2024,University of Michigan (boo),Computer Science & Engineering,A,"""99.1""",81.7
2705,Steven Armstrong,0,1997-02-03,26,71.0,165,2019,USC,Math,,"""86.5""",75.3
2706,Jacob Lopez,2,2001-08-07,22,66.0,160,2023,University of Florida,Computer Science & Engineering,F,"""75.4""",67.9
2707,Diana Khan,1,1995-01-27,28,65.0,110,2017,Purdue,Computer Science & Engineering,C,"""96.3""",92.9
2708,Mary Reed,2,1999-11-15,24,172.0,155,2021,Michigan State University,Theology,D,"""74.8""",86.8
2709,Keith Martinez,2,1993-02-28,30,68.0,150,2015,Harvard University,Computer Science & Engineering,B,"""90.3""",93.1
2710,Anthony Stevens,0,2002-01-20,21,69.0,150,2024,Purdue,Computer Science & Engineering,A,"""84.7""",85.5
2711,Jorge Lewis,0,1993-02-14,30,69.0,165,2015,Duke University,Computer Science & Engineering,C,"""89.2""",76.0
2712,Michelle Williams,2,1993-07-23,30,64.0,160,2015,University of Florida,Math,,"""90.3""",90.8
2713,Laurie Velasquez,1,1994-12-15,29,63.0,120,2016,St. Joseph's University,Electrical Engineering,,"""90.7""",89.5
2714,Scott White,2,2000-07-05,23,157.0,135,2022,Stanford University,Computer Science & Engineering,C,"""93.8""",85.4
2715,Denise Wallace,2,1995-09-27,28,64.0,110,2017,University of Notre Dame,Computer Science & Engineering,C,"""86.4""",85.8
2716,John Henry,2,1994-09-05,29,61.0,105,2016,University of Alabama,Computer Science & Engineering,A,"""78.1""",80.6
2717,Richard Mendoza,0,1995-05-07,28,68.0,170,2017,Holy Cross College,Computer Science & Engineering,A,"""84.8""",81.0
2718,Dawn Rowe,1,1992-01-24,31,64.0,120,2014,University of Illinois,Computer Science & Engineering,B,"""100""",87.5
2719,Danielle Lewis,1,1997-11-13,26,60.0,120,2019,UMBC,Computer Science & Engineering,Pass,"""85.9""",99.4
2720,Daniel Miller,2,1999-12-20,24,67.0,155,2021,University of Florida,Computer Science & Engineering,B,"""78.8""",91.6
2721,Jason Perez,0,1992-11-07,31,69.0,145,2014,Stanford University,Computer Science & Engineering,F,"""86.5""",75.4
2722,Christopher Wyatt,0,1999-04-08,24,66.0,160,2021,Purdue,Computer Science & Engineering,A,"""89.0""",80.0
2723,Christopher Henderson,2,1994-08-09,29,62.0,115,2016,Marquette University,Computer Science & Engineering,Fail,"""83.1""",92.3
2724,Katherine Morrow,2,2001-02-24,22,,170,2023,University of Illinois,Computer Science & Engineering,A,"""89.6""",83.7
2725,Brenda Stewart,1,1997-02-18,26,63.0,105,2019,Purdue,Computer Science & Engineering,B,"""89.3""",75.6
2726,Peter Oliver,0,2003-08-18,20,69.0,160,2025,Michigan State University,Computer Science & Engineering,B,"""89.7""",86.4
2727,Daniel Cook,0,2000-03-12,23,66.0,150,2022,Stanford University,Computer Science & Engineering,C,"""73.0""",84.3
2728,Tracy Johnson,1,1999-07-27,24,64.0,110,2021,UCLA,Computer Science & Engineering,F,"""100""",87.5
2729,Madeline Hunter,1,2002-06-05,21,62.0,125,2024,MIT,Math,,"""77.3""",85.2
2730,Stephen Smith,0,1995-04-03,28,69.0,165,2017,Marquette University,Electrical Engineering,,"""76.3""",90.8
2731,Zachary Clements,2,1997-06-22,26,69.0,155,2019,Duke University,Computer Science & Engineering,F,"""80.9""",82.8
2732,Justin Diaz,0,2003-10-13,20,69.0,175,2025,UCLA,Computer Science & Engineering,B,"""94.4""",87.0
2733,Courtney Brown,1,1993-06-07,30,64.0,110,2015,University of Notre Dame,Math,,"""87.6""",80.8
2734,Kimberly Williams,1,1995-12-30,28,63.0,110,2017,University of Nebraska,Computer Science & Engineering,Fail,"""77.4""",77.5
2735,Charles Martin,0,2001-11-28,22,68.0,170,2023,Marquette University,Computer Science & Engineering,Pass,"""87.3""",84.8
2736,Mary Jones,1,1998-03-25,25,59.0,95,2020,Holy Cross College,Math,,"""76.3""",88.3
2737,Colleen Gibbs,2,1997-12-04,26,70.0,160,2019,University of Notre Dame,ACMS,,"""89.2""",75.4
2738,Jason Bartlett,2,2003-11-15,20,68.0,155,2025,University of Wisconsin,ACMS,,"""78.7""",82.8
2739,Douglas Heath,2,1993-09-13,30,69.0,165,2015,Brown University,Math,,"""93.3""",77.9
2740,Jason Lopez,0,2003-09-29,20,70.0,155,2025,University of Alabama,Math,,"""94.3""",76.0
2741,Oscar Valdez,0,1992-12-02,31,69.0,175,2014,University of Michigan (boo),Computer Science & Engineering,F,"""73.2""",77.4
2742,Andrea Stewart,1,1992-04-13,31,62.0,135,2014,University of Nebraska,Computer Science & Engineering,Pass,"""80.5""",89.4
2743,Rachel Mathis,1,2001-06-08,22,63.0,110,2023,UCLA,Computer Science & Engineering,C,"""87.0""",77.2
2744,Charles Williams,2,1994-11-27,29,70.0,160,2016,UMBC,Computer Science & Engineering,Pass,"""97.7""",88.3
2745,Robert Sanchez,0,2001-12-01,22,70.0,170,2023,Duke University,Computer Science & Engineering,F,"""86.0""",85.9
2746,Monica Pennington,1,2003-09-11,20,58.0,120,2025,UMBC,ACMS,,"""92.2""",82.3
2747,Samantha Lee,1,2001-04-15,22,67.0,135,2023,University of Nebraska,Computer Science & Engineering,Fail,"""84.4""",88.6
2748,Joseph Coleman,2,1993-07-07,30,61.0,130,2015,University of Wisconsin,Math,,"""91.4""",89.3
2749,Nicholas Miles,2,1993-12-07,30,65.0,110,2015,University of Alabama,Computer Science & Engineering,A,"""82.1""",80.8
2750,Adrienne Stevens,2,2003-11-07,20,172.0,170,2025,University of Wisconsin,Computer Science & Engineering,A,"""80.0""",65.0
2751,Tiffany Sharp,1,1997-07-07,26,61.0,105,2019,UCLA,Computer Science & Engineering,F,"""75.9""",78.7
2752,Ana Coleman,1,1999-02-11,24,64.0,130,2021,MIT,Computer Science & Engineering,F,"""85.7""",68.0
2753,Michael Herring,0,2000-08-14,23,67.0,145,2022,University of Nebraska,Computer Science & Engineering,Pass,"""100""",82.9
2754,Eric Lowe,2,1993-06-07,30,69.0,150,2015,Harvard University,Computer Science & Engineering,C,"""79.3""",91.5
2755,Michael Fisher,0,2000-02-22,23,70.0,150,2022,Brown University,Theology,,"""87.6""",89.6
2756,Jody Benson,1,1999-12-15,24,63.0,135,2021,University of Illinois,Computer Science & Engineering,D,"""95.7""",89.2
2757,Elizabeth Crawford,1,1996-03-16,27,61.0,105,2018,UCLA,Computer Science & Engineering,A,"""93.2""",92.2
2758,Jacob Cherry,2,2000-06-04,23,68.0,150,2022,University of Alabama,ACMS,B,"""89.0""",73.9
2759,Holly Lang,1,2003-12-24,20,61.0,110,2025,Purdue,Math,,"""90.5""",87.4
2760,Joy Suarez,2,1993-04-08,30,65.0,135,2015,University of Illinois,Computer Science & Engineering,B,"""78.7""",80.8
2761,Carolyn Roberts,1,2003-08-04,20,65.0,140,2025,Harvard University,Computer Science & Engineering,B,"""88.5""",77.3
2762,Justin Horton,0,2000-01-19,23,67.0,170,2022,MIT,Computer Science & Engineering,B,"""69.3""",85.6
2763,Marisa Hernandez,2,1993-03-28,30,64.0,140,2015,Stanford University,Computer Science & Engineering,A,"""85.6""",90.1
2764,Kimberly Sweeney,1,1999-08-14,24,60.0,110,2021,UMBC,Math,,"""89.1""",92.4
2765,Justin Brown,2,2002-12-29,21,67.0,145,2024,University of Illinois,Computer Science & Engineering,B,"""94.9""",83.4
2766,Shelby Johnson,1,1999-03-31,24,61.0,120,2021,University of Notre Dame,Theology,C,"""81.3""",82.2
2767,Trevor Andrews,2,1997-07-12,26,180.0,165,2019,Marquette University,Theology,,"""82.3""",81.3
2768,Monique Harris,1,1996-06-09,27,64.0,135,2018,University of Michigan (boo),Computer Science & Engineering,A,"""83.3""",75.0
2769,Richard Black,0,1994-02-05,29,66.0,145,2016,St. Joseph's University,Math,,"""74.0""",76.9
2770,Thomas Williams,0,1992-06-09,31,72.0,155,2014,St. Joseph's University,Computer Science & Engineering,Pass,"""72.3""",87.9
